topic,file,text,sum1,sum2,sum3,sum4
D0933,D0933-B,"How well you sleep could depend on who your parents were, researchers at Switzerland's Lausanne University reported on Thursday after identifying for the first time a ""normal sleep"" gene among mice. ""The first lesson of our research is that the quality of sleep is genetically determined,"" Mehdi Tafti, a professor at the university's Centre for Integrative Genomics, told AFP.The scientists used an electroencephalograph to study low-frequency brain waves among mice. These so-called delta waves, the result of neuron activity, are telltales of the depth and quality of sleep.""We realised that some mice slept less well because they lacked delta activity,"" Tafti said.   ""When we compared their genes with those of other mice, we localised the gene responsible for this difference."" The finger points at a gene that encodes cell receptor for retinoic acid.","Studies of famines years ago in Holland and China revealed that children born of severely malnourished mothers were twice as likely to develop schizophrenia as others. Scientists knew that vitamin A plays an important role in schizophrenia, Alzheimer's and Parkinson's; now they've discovered it acts upon a gene that influences neuron activity. Damage to the enzyme PDE4B increases the risk of developing mental illness, and researchers have discovered that the gene DISC1 acts as a regulator for PDE4B. Some scientists believe that lack of insulin in the brain may cause schizophrenia, but they reject ""insulin shock therapy,"" popular mid-20th century. ","Recent studies demonstrate that schizophrenia has a genetic basis and results from chemical abnormalities in the brain. The long-standing belief in problems of childhood as a cause has been largely discarded, but environmental factors are still seen as playing a role. Famine, malnutrition, or infection of a pregnant woman may cause changes in a developing fetal brain and heavy smoking of marijuana by teenagers may trigger a genetic predisposition. One study identifies insulin as a factor. The same 14 genes found missing in the brains of schizophrenics were missing in the muscles of diabetics. ",A renowned psychiatrist believed that schizophrenia was related to neurological impairments rather than childhood problems. Recent studies have demonstrated that disorders like schizophrenia have a genetic basis. Evidence that children from malnourished women are more likely to develop schizophrenia supports the theory that schizophrenia is caused by a genetic predisposition influenced by environmental triggers. Researchers found that levels of a chemical messenger in the brain called GABA were abnormal in schizophrenics and linked to a miswired network. For decades scientists linked schizophrenic symptoms to abnormalities in the brain chemical dopamine. Studies later identified genes that make people susceptible to schizophrenia. ,"Research shows that schizophrenia is caused by a genetic predisposition influenced by environmental triggers, including infection and severe maternal malnutrition, that disturb the developing fetal brain. Vitamin A, possibly proteins PDE4B and DISC1, and reduced GABA and insulin levels play roles in schizophrenia. Dopamine is linked to schizophrenic delusions and hallucinations. Other brain chemicals contribute to confusion and emotional unresponsiveness. Smoking pot in adolescence increases schizophrenic risk. Fourteen genes are missing in schizophrenics' brains. Drugs have been used to mimic schizophrenic changes in rats, possibly providing a first animal test subject. Schizophrenia is unrelated to childhood problems and fears. "
D0934,D0934-A,Herewith a summary of events related to Palestinian leader YasserArafat's health situation.,"Concern for Yasser Arafat's health came to light around October 23, when a team of Tunisian doctors traveled to Ramallah examine him. Nearly daily conflicting reports of his condition followed. Possible ailments included the flu, a blood disease and cancer. On October 29, Arafat was flown to a military hospital near Paris. He was transferred to the intensive care unit on November 3. By November 9, a flurry of conflicting reports of his death, or near-death condition circulated. Palestinian factions met to discuss arrangements following his death. Israeli and Palestinian officials came to an agreement about his funeral arrangements. ",Yasser Arafat's wife controlled dissemination of information about his health. Reports differed on the severity of his illness and whether he was alive. He was transferred to a French military hospital near Paris. His condition later deteriorated. He suddenly went into a deep coma and death seemed imminent. Palestinian sources said he would be buried in the West Bank. Ariel Sharon said he could be buried in Gaza. Egypt might host the funeral services. Israeli and Palestinian officials met to discuss funeral arrangements but would not reveal them. ,"On October 23, Tunisian doctors were allowed to see Yasser Arafat, who was hospitalized two days later. Rumors on his ailment and condition began spreading. On October 28, his move to a Paris hospital was approved. He entered the intensive care unit on November 3. As contradicting reports of his condition continued, rumors on his funeral and burial began to surface. Arafat supposedly wanted a Jerusalem grave. This is opposed by Israel, which wants burial in the Gaza Strip. Palestinian sources mentioned Ramallah. Egypt offered to host the funeral. Agreement among Palestinian and Israeli officials was reached on November 9. ","Yasser Arafat's health declined in late October and he was flown to a military hospital outside Paris on Friday 29 October. On Wednesday 3 November he was transferred to the intensive care unit. Since then there have been conflicting reports about whether or not he has died. Funeral plans were under discussion and the 13 main Palestinian factions met on Tuesday to discuss arrangements. Egypt might host funeral services. France reached an agreement with Israel for Arafat to be buried at his headquarters in Ramallah. Israel refused to allow him to be buried in Jerusalem. 
"
D0934,D0934-B,"The death of Palestinian leader Yasser Arafat, who has been lying in acoma in a French hospital for a week, was set to be announced at hisWest Bank headquarters Wednesday, a Palestinian official told AFP.As a top Islamic cleric prepared for a bedside visit to Arafat, othersources meanwhile said Egyptian President Hosni Mubarak had offeredto host an official funeral in Cairo in the event of Arafat's death.","Expecting an official announcement of Yasser Arafat's death on Wednesday, November 10, Palestinians made plans and preparations for his funeral. A Muslim cleric flew to Paris to be with the Palestinian leader who remained in a coma and suffered liver and kidney failure. Arafat died at 3:30 a.m., November 11. His body would be flown to Cairo for a memorial service there scheduled for Friday. After the service, his body would be flown to Ramallah for burial at his headquarters there. Israel sealed off the West Bank and Gaza Strip for security. The Palestinian Authority declared a 40-day mourning period. ",The Palestinian Minister of State said Arafat's body would be brought to Cairo where world leaders could pay their respects and then to the West Bank for his funeral. The hospital where Arafat had lain in a coma confirmed that he died on November 11 at 3:30 am but gave no details. Palestinian authorities declared a 40-day mourning period and ordered businesses to close for three days. Hours after Arafat's death Israel sealed off the West Bank and Gaza Strip. They tightened security at Jewish settlements before the funeral. Only Palestinians with permits were allowed to attend Arafat's funeral. ,"On 10 November, speculation continued on whether Arafat was alive. Palestinians announced that upon his death the body would be flown to Egypt for a funeral service, then to the West Bank town of Ramallah, for burial at al Muqata'a, his former headquarters. In the afternoon, space for the grave was being cleared. Arafat died at 0230 GMT on November 11. He reportedly had suffered liver and kidney failure. The Palestinians announced a 40-day mourning period, with government offices closed for 7 days and businesses closed for 3 days. Israel sealed the West Bank and the Gaza Strip. ","Arafat lay in a coma at the hospital for a week and died at 0230 GMT on Thursday 10 November. No cause of death was given. The Palestinian Authority declared a 40-day period of mourning with private businesses closed for three days, public institutions for seven. Arafat's body was to be flown to Cairo for a funeral Friday to be attended by Arab and international leaders. Then his body was to be flown to Ramallah for burial in the presidential compound. Israel sealed off the West Bank and Gaza Strip and tightened security ""to allow a dignified funeral ceremony."" "
D0935,D0935-A,"Major League Baseball owners Friday conditionally approved therelocation of the Montreal Expos to Washington for the upcomingseason. The approval was ""subject to all conditions set forth in the BaseballStadium Agreement,"" signed by the Expos and Washington Mayor AnthonyWilliams.   The agreement calls for the District of Columbiagovernment to enact funding for a new ballpark by December 31.""This is another important step in finalizing the relocation of theMontreal Expos to Washington DC,"" baseball commissioner Bud Seligsaid.",National League Nationals were named before they have approval to play in Washington and a new owner. Major League baseball remains the owner of the Montreal Expos. The team will play at RFK stadium for its first three seasons. Settlement of a financing plan for a new ballpark led to the approval of the move of The Expos to DC. The Washington Nationals will debut in an exhibition game against the New York Mets in Florida. The first regular season home game will be on April 14. Baltimore Orioles owner Peter Angelos opposed bringing baseball to Washington. ,"Major League Baseball owners conditionally approved the relocation of the Montreal Expos, to be called the Nationals, to Washington DC in 2005. No owner was in place. Mayor Anthony Williams pledged that DC would build a new ballpark. The first three seasons the team would play at RFK Stadium. City Council chairman Linda Cropp insisted half the construction cost be paid for privately but a compromise was reached. The Cleveland-based Gates Group offered $100 million in return for parking revenues. Baltimore Orioles owner Peter Angelos claimed a monopoly on regional baseball broadcasting. Public resentment grew concerning the high stadium cost. ","After 33 years of no baseball, in late December 2004, all parties agreed to move the Montreal Expos baseball team to Washington, D.C. After many snags, Mayor Williams reached a compromise approved by both Major League Baseball and the city council. The team, renamed the Nationals, will play in RFK Stadium until a city-financed, $500-million stadium is completed for the 2008 season. The Nationals sold 20,000 season tickets. They will play the first game in Washington on April 3 and the first regular season game there on the 14th. President Bush will attend. The Orioles owner continues to threaten litigation. ","Major league baseball owners approved the relocation of the Montreal Expos to Washington, D.C., on 3 December if the DC government could provide funding for a new ballpark by 31 December. An agreement was reached on 22 December for a 400-million-dollar stadium. The new Washington Nationals would play in RFK Stadium until the new ballpark could be built. The Nationals won their first exhibition game in Florida on 22 March, defeating the NY Mets 5-3, and were scheduled to make their DC debut in an exhibition game against the Mets at RFK stadium on 3 April. "
D0935,D0935-B,"Aaron Harang allowed only one single in 6 1-3 innings and D'Angelo Jimenez had apinch two-run double in the Cincinnati Reds' 6-1 victory for a three-game sweepof the New York Mets on Thursday. With a combined four-hitter, the Reds' record improved to 3-0 for the first timesince 1990. They last swept the Mets at home in 1995.However, the Mets hadn't lost their first three games since 1964, their thirdyear in existence. Harang completed the sweep with one of the best performances of his career,allowing only three walks and Ramon Castro's second-inning single before lettingthe bullpen take over. The Mets failed to get an extra-base hit.","The Washington Nationals expect 45,000 for their home opener with President Bush throwing the first ceremonial pitch. More than 22,000 season tickets have been sold. Manager Frank Robinson saw the team win its opening home stand tied for first place. The team expects a pre-tax profit of $20M. Eight groups interested in ownership could bid up to $400M. Republicans oppose allowing a group that includes billionaire liberal George Soros to become owners of the Nationals. National's games have limited TV exposure due to legal battles resulting, in part, from the Orioles opposition to the move of the Expos to Washington. ","The Nationals home opener was sold out. Fans were excited to have baseball in Washington again. For subsequent games, although the Nationals were in first place and playing well, they played to two-thirds capacity, with little season-ticket base. Bidders for ownership include George Soros, Colin Powell, and other political figures. Nationals have one of the lowest player payrolls in baseball. RFK Stadium is old and must be shared with soccer team DC United. The pitchers mound is lowered for soccer games and built up again but gives pitchers problems. Legal problems between Comcast and Peter Angelos limit Nationals TV exposure. ","The Washington Nationals enjoyed a very successful beginning to the baseball season. By June, the team was on pace to earn a $22 million profit. The residents were excited, merchandise sales were in the top five, the Nationals outdrew the Orioles, and attendance was the ninth highest. The wily manager and his no-name players led the National League on June 26, despite the low payroll and nonexistent farm system. Significant issues, however, remain; the team has still not been sold, games are not on local cable, and sharing the dated stadium with a major league soccer team creates problems. ","As of 13 April, the Nationals were tied for first in their division. They won their opening home game 5-3 over Arizona before a sold-out stadium and by 11 June had won 10 of 11 games. More than 22,000 season tickets have been sold and the team may make a pre-tax profit of $20 million in its first season. Attendance has been strong. Legal problems have limited their television exposure. Some Washingtonians have protested that money should be spent on new schools, not a stadium. "
D0936,D0936-A,"Sandra Day O'Connor, the first woman appointed to the US Supreme Court and a frequent swing vote, has announced her retirement, a court source said Friday. Her retirement, which sets up a long-awaited political battle for a successor and gives President George W. Bush his first chance to select a justice for the high court, was confirmed by a Supreme Court official who requested anonymity. As rival groups geared up for what is likely to be a bitter nomination battle, Bush scheduled a news conference for 11:15 am (1515 GMT) in the White House Rose Garden, his spokesman Scott McClellan said. O'Connor, 75, who is considered a moderate conservative, was appointed to the court by president Ronald Reagan and took her seat in September 1981.Her retirement gives Bush the chance to shape the ideological balance of the court, a fact that could spark a prolonged confirmation battle in the US Senate for a successor, touching on lightning bolt questions such as abortion and the separation of church and state. 
","Sandra Day O'Connor announced that she was retiring from the Supreme Court effective upon confirmation of her successor. Minutes after the announcement political leaders and lobby groups prepared for the ensuing battle. Liberals did not want an ""extremist"" and Republicans wanted a judge who would apply rather than interpret the Constitution. President Bush's choice of a judge was important because of key cases in abortion, assisted suicide and gay rights. One of the difficulties in nominating a judge is that they do not always vote the way one would assume, given their political affiliation or ideology. ","Sandra Day O'Connor, the first woman to serve on the US Supreme Court, is retiring. She gave no reason but a Court spokesman indicated her need to spend more time with her husband who has Alzheimer's. O'Connor, the first woman to serve on the Court was considered a conservative when seated but became more moderate over the years. President Reagan appointed her in 1981. President Bush now has his first opportunity to nominate someone to the high court and promises to do so in a timely manner. Liberals warned against picking an ""extremist"" while Republicans argued for a strict conservative. ","Sandra O'Connor, 75, appointed to the Supreme Court by Reagan in 1981 and first woman on the court, announced her retirement, effective on confirmation of her successor. She will spend time with her Alzheimer's-patient husband. Bush promised to be deliberate, thorough, and timely in choosing a successor; to have no litmus test on abortion or gay marriage; and to pick a strict constitutionist who will not legislate from the bench. This first vacancy in 11 years gives Bush the chance to shape court ideological balance. O'Connor was a frequent swing vote. Bush chastised critics of Alberto Gonzales as a candidate. ","July 1, 2005 Supreme Court Justice O'Connor resigned, effective with the confirmation of her successor. One of only two female justices, she gave no reason. She is 75, has served 24 years, and her husband has Alzheimer's disease. President Bush began a ""deliberate and thorough"" hunt for a replacement. Liberals warned him to avoid an extremist, while conservatives urged him to pick a strict constructionist. Four male federal judges and the Attorney General were mentioned. Abortion is a key question. Many discussed past appointments where a justice surprised the president by making a shift - to the right or left. "
D0936,D0936-B,"US President George W. Bush on Tuesday nominated a 50-year-old conservative judge to the US Supreme Court, a move that could shape the outcome of battles over volatile issues like abortion for decades. ""The decisions of the Supreme Court affect the life of every American,"" the president said in a televised address from the White House, with federal appeals court Judge John Roberts at his side. ""A nominee to that court must be a person of superb credentials and the highest integrity, a person who will faithfully apply the Constitution and keep our founding promise of equal justice under law. I have found such a person in Judge John Roberts,"" said Bush.","After learning President Bush planned to nominate Judge John G. Roberts for a seat on the Supreme Court Abortions Rights Groups directed their members to call their senators to express opposition. Conservative activist groups voiced strong support for Roberts. There were early hints that Roberts would likely be confirmed. For one, Bush had passed over candidates who would have made conservative groups happier. Bushed urged the divided US Senate to confirm Roberts by early October. Republican reaction to the nominee was overwhelmingly supportive, but Democrats reacted more cautiously and with reservations, admitting that Roberts had suitable legal credentials. ","President Bush nominated a conservative favorite, appellate court judge John Roberts, to the US Supreme Court to replace O'Connor. In doing so he resisted pressure to name a woman or Hispanic. O'Connor was a crucial swing vote on the court. Liberals fear and conservatives hope that Roberts' s confirmation will move the court decidedly to the right O'Connor said of Roberts: ""He's good in every way, except he's not a woman"". Pro-choice activists indicated opposition to Roberts who, as a lawyer in the first Bush Administration, helped write a brief that argued Roe v. Wade should be overturned. ","Bush nominated conservative federal appeals court Judge John G. Roberts, 50, to replace Sandra O'Connor. Liberals and abortion rights supporters immediately mobilized their opposition. Conservatives began their campaign to support Roberts before he was announced. Both sides have spent years preparing for this, poring over records of potential nominees and amassing war chests. Roberts has been a judge for only two years but was considered fair. Roberts has argued that Roe vs. Wade was wrongly decided and ruled that special military tribunals at Guantanamo Bay could proceed. Roberts was expected to be confirmed. Bush passed over even more conservative candidates. ","On July 19, Bush named John G. Roberts, Jr. to replace Justice O'Connor. Roberts graduated from Harvard Law School, clerked for Chief Justice Rehnquist, and worked in two Republican administrations. He has been a judge on the federal appeals court for one year, creating no record on controversial subjects such as abortion and federalism. The release of some documents from his White House service is expected. Many regret that he is a white male, as were all but four of past nominees. Although liberals and conservatives are ready for a fight in the Senate, intense acrimony is not expected. "
D0937,D0937-A,"The man accidentally shot by US Vice President Dick Cheney while the two were hunting on a southern Texas ranch is in stable condition, a hospital spokeswoman said Monday. Harry Whittington, 78, was peppered with shotgun pellets after Cheney turned to shoot quail that had just been flushed out of the brush, Cheney spokeswoman Lea Anne McBride confirmed Sunday. ""He remains in stable condition in our ICU (intensive care unit),"" Michele Mora-Trevino, a spokeswoman for Christus Spohn Hospital Memorial in Corpus Christi, Texas told AFP.""The area affected was his shoulder, upper body, chest and some of the neck area,"" she said.""It was like a spraying. It wasn't a direct hit.""Whittington was admitted at 8:15 pm on Saturday following the accident and remained in the intensive care unit on Monday morning. ""He's in good health, he's doing well,"" Mora-Trevino said, adding that a release date had not yet been set for the prominent Texas lawyer.
","Vice President Dick Cheney did not have a valid hunting license when he shot Harry Whittington in February 2006. This added to the uproar caused by the shooting and by Cheney's staff delaying a report of the incident for 20 hours. Cheney accidentally sprayed Whittington with bird shot in the face, neck and chest while they hunted on a ranch in south Texas. Whittington, 78, a prominent lawyer, was treated on the scene by Cheney's medical detail before being taken by helicopter to a Corpus Christi hospital. He was in stable condition the next day. Cheney was apologetic. ","On Feb. 11, 2006 Vice President Cheney shot a hunting companion in Texas. Cheney turned and fired at a covey of birds, not realizing that his friend, Whittington, was in the line of fire. Whittington was immediately treated and hospitalized. The accident was reported by a local newspaper the following day and only then did Cheney's office confirm the event, 20 hours after it happened. Controversy surrounds the event. Who was at fault? Why didn't the White House announce the accident sooner? Cheney handled the matter of an illegal hunting license by mailing a $7 check to Texas. ","Vice President Dick Cheney accidentally shot a hunting partner on February 11 during a weekend quail hunting trip in Texas. Cheney's friend, attorney Harry Whittington from Austin, was sprayed in the face, neck, and chest with birdshot. Whittington was reported to be in stable condition in a Corpus Christi hospital. The incident was first reported by the Corpus Christi Caller-Times. Cheney's office disclosed the accident 20 hours after it occurred. White House staff was criticized for the delay. The incident provided a wealth of material for Democrats, gun control activists and late night comedians. ","On a Texas ranch on February 11, 2006, Vice President Cheney accidentally shot a hunting companion, Harry Whittington, 78. Whittington, peppered on the right side, received emergency care and then was flown to a Corpus Christi hospital. He was moved from the intensive care unit on February 13. Eyewitnesses said the shooting was Whittington's fault. Although the White House was notified within hours, the news was not made public until nearly 20 hours, when, with Cheney's permission, the ranch hostess alerted the local press. The timing and manner of notification drew sharp criticism from observers and the White House. "
D0937,D0937-B," Democrats in Congress on Tuesday accused Vice President Dick Cheney of a pattern of secrecy, and demanded that he ""level"" with the public, after keeping mum about accidentally shooting an associate over the weekend. Cheney has been criticized for waiting a day before disclosing a hunting mishap Saturday in which he shot his 78-year-old hunting companion, Harry Whittington, in the neck, chest, and face. Asked at a press conference for her reaction about how the White House has handled the incident, US Senator Hillary Clinton called the Bush administration's failure to be more forthcoming ""troubling.""""A tendency of this administration -- from the top all the way to the bottom -- is to withhold information ... to refuse to be forthcoming about information that is of significance and relevance to the jobs that all of you do, and the interests of the American people,"" Clinton said. ""Putting it all together, going back years now, there's a pattern and it's a pattern that should be troubling,"" she said at a press conference calling for a more robust federal response to the Hurricane Katrina disaster.","Harry Whittington, the Texas lawyer shot by Vice President Cheney, suffered a heart attack as a result of birdshot in his heart. One of the 100 shotgun pellets that wounded him moved into his heart and caused the attack. Doctors decided not to remove the pellet, saying they would treat his condition medically. The White House Press Secretary learned about the heart attack just before a press conference, but he did not mention it. The accident and heart attach caused a media frenzy. Some Cheney friends blamed Whittington, but five days later, Cheney spoke to the media, accepting full responsibility. ","On Feb. 14 Whittington suffered a setback when a shotgun pellet penetrated his heart. His worsened condition focused attention on the unanswered questions: Whose fault and why the delay in reporting? In Texas a sheriff's office cleared Cheney of any wrongdoing. On the question of delay, Bush's staff deferred to Cheney's and Cheney's to their Texas hosts. On Feb. 15 Cheney broke his silence in a Fox News interview, accepting full-blame for the shooting, but defending his decision to leave the reporting of the incident to the owner of the ranch where it occurred. ","An Austin Lawyer accidentally shot by Vice President Cheney suffered a minor heart attack February 14 as a result of birdshot in his heart. He is in stable condition and is still expected to fully recover. Doctors are optimistic the pellet won't cause future problems. Democrats accused Cheney of a pattern of secrecy for his delay in reporting the incident. He spoke about the incident in an interview on February 15, calling the day one of the worst of his life and accepting full blame for the accident. A Texas sheriff's office cleared Cheney of any wrongdoing in the incident. ","A buckshot pellet caused Whittington to suffer atrial fibrillation and a ""silent"" heart attack by the morning of February 14. He was returned to intensive care. Between 5 and 200 pellets are lodged in his body. He's expected to remain hospitalized for a week. Cheney's office released its first statement that afternoon, as conflicting stories began to surface. The handling of the incident highlighted the administration's penchant for secrecy and tensions between Bush's and Cheney's staffs. On the afternoon of the 15th during a FOX News interview, Cheney accepted blame for the shooting, but defended the information handling. "
D0938,D0938-A,"All four living former US presidents have agreed to become honorarydirectors of the project for a permanent memorial to the victims ofthe September 11, 2001 attack on the World Trade Center. New York Governor George Pataki said Monday that Gerald Ford, JimmyCarter, George H.W. Bush and Bill Clinton had all pledged theirsupport for the World Trade Center Memorial Foundation and wouldserve as honorary members of the board of directors. ""The memorial will be the centerpiece and our first priority in therebuilding effort,"" Pataki said at a luncheon event in New York City. ""Reflecting Absence"" by architect Michael Arad, which features tworeflecting pools surrounded by gardens, was chosen from 5,201 entriessubmitted to an international design competition.","Four US ex-presidents, a Hollywood legend, a retired fireman and a star TV journalist were among the 31 appointed in December 2004 to lead the project for a memorial to the victims of the September 11, 2001, attack on New York's World Trade Center. They were to be directors of the foundation that would construct, own, operate and maintain the memorial. Architect Michael Arad's design was chosen from 5,201 entries in an international competition. It featured two reflecting pools surrounded by gardens. Part of the $500 million in financing will come from New York's $816 million in federal grants. ","The World Trade Center Foundation held its first meeting on January 6. Its priority is raising $500 million to build a memorial and two cultural buildings. The four living former US presidents are honorary directors. Prominent foundation members include Robert De Niro, Barbara Walters, David Rockefeller, and former Canadian prime minister Brian Mulroney. Michael Arad's design, Reflecting Absence, was chosen for the memorial. It is planned to include a forest of oak trees and a Memorial Hall. An underground interpretive center will house artifacts from the 1993 and 2001 attacks. The memorial is scheduled to open in 2009. ","The task of raising $500M for the World Trade Center memorial will fall to foundation made up of leaders from finance and real estate, cultural leaders, media celebrities and relatives of 9/11 victims. All four living ex-presidents of the US have agreed to become honorary directors of the project. The foundation is accepting all levels of gifts. Governor Pataki said financing of the memorial should be the top priority for allocating money from the Lower Manhattan Development Corporation's $816M grant. The WTC memorial named ""Reflecting Absence"" features two reflecting pools surround by gardens. It was chosen from 5201 entries. ","In December 2004, 31 people were named to the board of directors of the World Trade Center (WTC) Memorial Foundation. This is a non-profit corporation to oversee fundraising and construction, then own and operate the memorial on the WTC site. The memorial will have a plaza, fountains, ramps, building and human remains, names of victims, and fragments of the 1993 memorial. There also will be an interpretation center, museum and arts center. Its completion is scheduled for 2009. The foundation is faced with raising almost 1/2 billion dollars and overseeing the reconciliation of the architectural vision with the physical realities. "
D0938,D0938-B,"The clock ran out last week for public comments on NewYork state's plan to condemn almost an entire block southof ground zero, the last parcel needed for the fullredevelopment of the World Trade Center site. Conspicuously absent from the comments submitted to the Lower Manhattan DevelopmentCorp. was any objection from the Milstein family, owners ofthe land the state proposes to take.""We're hopeful that we will have a satisfactory resolution soon,"" saida spokesman for Paul and Howard P. Milstein, father andson, who run Milstein Properties and are co-chairmen of theEmigrant Savings Bank. The Milsteins' conciliatory statement, which is all they will say onthe subject, sets the stage for negotiations -- one stepahead of formal condemnation -- over a vital parcel thatis to serve as the gateway to the ramps, serviceroads, loading docks and parking spaces under the future tradecenter.""We remain hopeful that we'll be able to reach a negotiatedsettlement,"" Kevin M. Rampe, president of the Lower Manhattan DevelopmentCorp., said Wednesday. Known on city maps as Block 56, this parallelogram-shaped property isbounded by Liberty, Washington, Cedar and West Streets. The Milsteinsown all but the lot on which St. Nicholas GreekOrthodox Church stood until it was crushed by 2 WorldTrade Center.","In May, 2005, Governor Pataki announced he would earmark $300 million to jumpstart fund-raising for the September 11 memorial. He also planned to push ahead the timetable for redesign of the Freedom Tower office building. By doing so Pataki admitted the effort to build the memorial had suffered serious setbacks. Families of the victims criticized the design, including the cultural building: Too large; the streetwalls; too high. They objected to changes: Two pedestrian ramps instead of four. The original design was being whittled away. Goldman Sachs suspended plans to build a $2 billion 40-story headquarters at the site. ",The World Trade Center memorial project has bogged down while negotiations over issues of condemnation and imminent domain are hashed out. Design revisions have further complicated the project. Family members of 9/11 victims expressed displeasure with many of the proposed amendments to Arad's design. They believe the memorial has taken a backseat to commercial interests and have called for a fundraising boycott. New York's governor announced he will appoint his chief of staff to take control of the rebuilding effort. He will also use public funds to jumpstart the fundraising effort. A temporary memorial will open on July 11. ,"Elements of the original design for the WTC memorial have been whittled away by logistical realities, client demands and concerns expressed by family members of the 2,749 WTC victims. The Freedom Tower meant to rise from the ashes will be redesigned because of security concerns. The proposed reduction of four pedestrian ramps to two raised safety concerns. The memorial itself is expected to cost $350M including the Memorial Center - a separate design. Governor Pataki assigned his chief of staff to coordinate the work of each agency and institution involved in the redevelopment of and around the memorial. ","Spring and early summer brought more controversies to the WCT Memorial. A new Foundation CEO was named. One last parcel of land still was needed. Various interest groups were battling over aspects of the ground zero area including the International Freedom Center, the Drawing Center, the Performing arts center, and the Freedom Tower office building. The families of victims were fighting commercial interests. The Foundation's money drive is falling short, but the governor has promised some public funds. Elements of the original design are continually being altered. Two spot-gap memorial projects were begun in June and July. "
D0939,D0939-A,"Ten people were killed and more than 100 injured Wednesday when two commuter trains slammed into each other after one of them hit a car left on the lines by a suicidal man, police said. A murder investigation was launched as the death toll rose following the horrific early morning crash involving three trains and a sports utility vehicle in the heavily-populated Los Angeles suburb of Glendale. Rescuers were picking through the mangled wreckage of the trains that collided with an explosive crash just after 6:00 am (1400 GMT) after one of them derailed as it ploughed into the abandoned vehicle.""We have 10 fatalities so far and well over 100 injured,"" Glendale Police Chief Randy Adams told reporters, adding that the probe into the accident had turned into a homicide investigation. ""This whole incident was started by a deranged individual who was suicidal,"" he said announcing that the depressed driver, identified as Juan Manuel Alvarez, 26, was unhurt and was in custody. The driver allegedly manoeuvred his Jeep onto the tracks, where it became stuck, and waited for a train to end his life, according to Adams and other police officials.   ""He was intent at that time on taking his own life but changed his mind,"" Adams told reporters.     ""He exited the vehicle and stood by as a southbound Metrolink train struck his vehicle, causing the train to derail and strike the northbound train,"" the police chief said.","Juan Alvarez left his car on a railroad track in Glendale CA. It set off a collision that derailed two trains, killed at least 10 people and injured nearly 200. Witnesses identified Alvarez and he was detained. He was distraught and put on suicide watch. Glendale police believed he intended to commit suicide but changed his mind. He was taken into custody and charged with at least 10 counts of homicide. Investigators felt Alvarez wanted to kill himself because his estranged wife denied him visits with his children. He was held on suspicion of murder in Los Angeles without bail. ","A man intent on suicide left his car on a railroad track in Glendale, California, where it set off a collision that derailed two commuter trains and killed ten people (later raised to eleven) and injured nearly 200. Police held Juan Manuel Alvarez on ten counts of murder and indicated that he had intended suicide but changed his mind and fled his vehicle before the train struck. Alvarez, who had self-inflicted superficial wounds, remained at the scene and was cooperating with police. He has a criminal record involving drugs and his wife obtained a restraining order against him. ",Juan Manuel Alvarez drove his SUV onto Glendale train tracks in a suicide attempt. When his SUV got stuck between the tracks he got out and left. A southbound Metrolink commuter train crashed into the immovable SUV and climbed over it. The front cab car rammed into an adjacent stationary Union Pacific work train and toppled it. The remaining cars jackknifed and derailed a northbound Metrolink commuter train. The accident and subsequent fire killed 11 and injured 200. Alvarez watched the crash then attempted suicide again by slashing his wrists and stabbing himself. He was arrested and charged with homicide. ,"A train crash in Glendale, California, on 26 January killed 11 people and injured close to 200, many critically. A southbound commuter train, pushed from behind by a locomotive, hit an SUV lodged on the tracks, then hit a freight train and a northbound commuter train. Police arrested Juan Manuel Alvarez, the driver of the SUV, who had jumped from the car just before the impact. At first, self-inflicted wounds on his wrists and chest led investigators to think that it was an attempted suicide. It was determined later that he got the wounds after he fled the scene. "
